u_puuid,v_puuid,games,wins,first_ts,last_ts,winrate
9aONnoZMGpQLw5eg6sa7aOZ8WrB6WtdvapT9t1vZYPFgp7TDj8mdV1sbJMveQ8kVZLnuPoLveukLoQ,T7_KL8lE9OCKD26P575cDcnfZ-cjJlJFiu4I5oUe6o2bLqG_V6vYgTQUmqCFMsAF9z8FENOJ2X_L8g,1,0,1770533494952,1770533494952,0.0
9aONnoZMGpQLw5eg6sa7aOZ8WrB6WtdvapT9t1vZYPFgp7TDj8mdV1sbJMveQ8kVZLnuPoLveukLoQ,euD2kYimwzUE7GJy-3eQt3cYLtu-428eri2-u_46aTbkNO3UTWGouMJ99SnzjtgaObMnKbw0o65tGA,1,0,1770533494952,1770533494952,0.0
9hqSFkiA2n9xkqb2a_pfLKs63M_BX5xeunkx1JhjqObO0-SGF9uFwIQH95FuoDVLpSDeOwW-IVGcAQ,SDVqp6xv2r3m6P7yhltSIp9ro8bDMVQBMB34g639NoyRzL1-q3o9TChdbhhDni0GI0LgUxYZn36Sqg,1,1,1770621877298,1770621877298,1.0
9hqSFkiA2n9xkqb2a_pfLKs63M_BX5xeunkx1JhjqObO0-SGF9uFwIQH95FuoDVLpSDeOwW-IVGcAQ,_VzaM_qIWLWu3yfplq5BRialhnBvm8o5inPNVMvfPqH_s3WA2VRWb2ItHPu56NTrAyyWQnpdT2GLFQ,1,1,1770621877298,1770621877298,1.0
9hqSFkiA2n9xkqb2a_pfLKs63M_BX5xeunkx1JhjqObO0-SGF9uFwIQH95FuoDVLpSDeOwW-IVGcAQ,uiDETk36EmVQ-mXm9zXTxHt2VBUi0GY6v7Xhnm6fQvpv7j2ko78vOxuoEM9TlOO3rYpFzd6VwxSNUg,1,1,1770621877298,1770621877298,1.0
9jF_szNrmc7NC33F7C-slaT2v6qwwGge-z13Ks_Q3nqiBGdLX0iT2MRObePYfb7oNNF1JMC-k0xYlA,GeDrJuz9YzTKjWBDVWSCKyl3VyMq9TPBqW6Jk7bMj6ytHQREFnrEMM1RVyZVfM3BBFCaXXAmsZE3qw,1,1,1770535639133,1770535639133,1.0
9jF_szNrmc7NC33F7C-slaT2v6qwwGge-z13Ks_Q3nqiBGdLX0iT2MRObePYfb7oNNF1JMC-k0xYlA,WafFQbPNm-uy6Z7O7UQn_k-qSojB_TDj14fYoKOGw0484BKbq2NGxPdj_gtI5QcJdL1P_MJAQIxaBw,1,1,1770535639133,1770535639133,1.0
9jF_szNrmc7NC33F7C-slaT2v6qwwGge-z13Ks_Q3nqiBGdLX0iT2MRObePYfb7oNNF1JMC-k0xYlA,dALqBXxfb1WbdCHrSwev1muD2rYOW3rlCrr-5lT2qSeu0tw3IZKBm9uJMMNuiWycszMCG4HJ8Jptsw,1,1,1770535639133,1770535639133,1.0
9jF_szNrmc7NC33F7C-slaT2v6qwwGge-z13Ks_Q3nqiBGdLX0iT2MRObePYfb7oNNF1JMC-k0xYlA,ohvDebj5qBjGF3Vp0CX7s4xkh6YdYMkrfPCZ4q62n9_luHLU_W3dklzer-LqJ3MosGz2wD4G1HDTbQ,1,1,1770535639133,1770535639133,1.0
9koW-XHo3VlUA5IIVfsmZHC0voj6SK2pXlIhsZNLtzhU3JrvDFkHNGemJ_lLnP6uWMyFOYUy4_3JXg,QsoebYYx7oh8iYEyqbjCnudYQZu2aMpPBtS9sJO1FfS54CW9JmsRlGVixp6PPw-UP09vsGCrCzSeeQ,1,0,1770582122730,1770582122730,0.0
9koW-XHo3VlUA5IIVfsmZHC0voj6SK2pXlIhsZNLtzhU3JrvDFkHNGemJ_lLnP6uWMyFOYUy4_3JXg,g7nmHVhKYjkpNUH0Zm6Yjl0phwyB9K6ywySJomGAEX-l_wnmo11kdkUXqV6DVasrG9jWyIqLsROOIA,1,0,1770582122730,1770582122730,0.0
9koW-XHo3VlUA5IIVfsmZHC0voj6SK2pXlIhsZNLtzhU3JrvDFkHNGemJ_lLnP6uWMyFOYUy4_3JXg,uYsbIFI-O-a2zyW14d4ku7WhZrdxiblMKkqNqf_55bY053RivMXM1OwncEjPth12El9ssk0xMKm_og,1,0,1770582122730,1770582122730,0.0
9koW-XHo3VlUA5IIVfsmZHC0voj6SK2pXlIhsZNLtzhU3JrvDFkHNGemJ_lLnP6uWMyFOYUy4_3JXg,zXJnPk8w9pu3ApvigDX2g1yRArW7NL8aD4HwXD1usxJ3aQ2IA1C3VNnc1ciVYoeUKlWrU6Iei6PXrw,1,0,1770582122730,1770582122730,0.0
9mGU79OOrOjGks51yFwwB9z9oLp25e__kLtFWkA70j57oU3LTf3Rw-Vb_xZotJSnP0jB9IGFj4pwtA,aguChIhBBtI6vQkf5k9bYzBspK0URbFrbVOyPzPh76Ao_Bpe-lOD1ZBRmrNURayUwDV36I0URorBBA,1,0,1770593051948,1770593051948,0.0
9mGU79OOrOjGks51yFwwB9z9oLp25e__kLtFWkA70j57oU3LTf3Rw-Vb_xZotJSnP0jB9IGFj4pwtA,au0zJxIYLJ8qwK2Lx3G2LJMbAx_uoQYAC8QRf5LuOqkNqF4EfhtzGXU6RS4IMJhdZkvstvtsbSgTwg,1,0,1770593051948,1770593051948,0.0
9mGU79OOrOjGks51yFwwB9z9oLp25e__kLtFWkA70j57oU3LTf3Rw-Vb_xZotJSnP0jB9IGFj4pwtA,mqqSt2mUAYZF5wICkzL52Cq39G8VBB65qOyhjdKllzZVIeTOIFwWWeylWRPdpg1ha_3d0s4Q3KpXgg,1,0,1770593051948,1770593051948,0.0
9mGU79OOrOjGks51yFwwB9z9oLp25e__kLtFWkA70j57oU3LTf3Rw-Vb_xZotJSnP0jB9IGFj4pwtA,nCqCkuytmAA8_5P0Al5soe2wbGoKfS4VUSRW2Zn-DRpFlmH6Mq_49rNxy60B9JiwX4Ig8hKaRdvdfg,1,0,1770593051948,1770593051948,0.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,1,1,1770532925880,1770532925880,1.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,GRpA7wif6Ot_AQNCkU1y5ghIjOQHwknGESjqjWv1c-wmZ_d4l7ROGsX6e7_6YYhrNgUhUr3w-_5gmA,1,0,1770547416945,1770547416945,0.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,LIAQZlbif_y7Au9w0tyomCNj9JHpeaGXe-X6JDwZkddsJIysHR8RnT4RkQUt84JZiKjDU-AEwOAVEg,1,1,1770532925880,1770532925880,1.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,Pvx1i4CirTvcEALqUUvZCXUe_QWSsd9rxlybe3IGC27J45h0IPpGG3F0bzfDDnntMwsNh55gf2GzuA,1,0,1770549174240,1770549174240,0.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,QO2vGskPioByQgk3Wvhrxy-TffgU_NfGvJfORSbmI6tR-zHhGJRQYl7LVUbmH75Qo9NGL2TN_lSGFQ,1,0,1770421423476,1770421423476,0.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,aOHT51FT6JSkDuuhCCjFTrShXd83wO4FzDXeKqJFx8E-wVixn4zmhTE7WL9zOl7jk-q8jXqWs8HxbA,1,0,1770549174240,1770549174240,0.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,gbE-QqIivZYPlhkIVb_1ZvT0O-VVJ5PoOwdKIhyrD5tr4vReQo_ApCGUYFR3dDoMM9OQVKyKCnmv5g,1,0,1770549174240,1770549174240,0.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,hq8gJov-wSqwWGwIh83mPGxtj_kmBQkPpXce5XjLpMcIJcdcsF0TjWuxjM_2d-zskkttD-rmtLoCLw,1,0,1770547416945,1770547416945,0.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,of1r9ca5Rdg-2zS-ZbZv-C6hcG_GwX5nZN35KcIbMfGpNvvwHwpew_Gif0udt3rgB8BFQC5tiYOW5w,1,1,1770532925880,1770532925880,1.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,rshoVo31xUdTNOTlSw2p5YHqG0XY7-_vR6JK2uHy3maDw4MJAWZaUxPrmrxh77eKF7wCyYVBozEt7Q,1,0,1770421423476,1770421423476,0.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,sLVlmVwmGpLrUreAEdsaODlO-6hE-4mbt8yWvw4iWJAtsupWsq3g1o_I6R6d1XPnpkqdq4k4DnRFgg,1,0,1770547416945,1770547416945,0.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,zP-Mwn5hNXUysHLvlJz9kBwhdYC3rOoUcBRVxZQagxhdWII8enYk7kVq4LVUOJ0FyidL4CfFLMkrdA,1,1,1770532925880,1770532925880,1.0
9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,Ia61C9V5Ul2Pl1RddG9T7YUd0ltZD1GekBZPYejKJdNgNoPzpndUm7BIZtrDFSQix3-0tp2nDNjnWw,1,1,1770417230992,1770417230992,1.0
9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,Kgm5ACqQjYikz2yce2mKlOibZz72GB7beNM_2RTL8eBobtjh6W-n6EY9R-52VEgAJzIHq9TodVESYA,1,1,1770419350943,1770419350943,1.0
9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,LIAQZlbif_y7Au9w0tyomCNj9JHpeaGXe-X6JDwZkddsJIysHR8RnT4RkQUt84JZiKjDU-AEwOAVEg,3,3,1770417230992,1770532925880,1.0
9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,Pxr41VHQbYyTIyCWv218OsS3NsggGDsmEMSp9GscAXkwHp5b2uDIJVN7tDv1KCzH8MFBq6X6c8h5LQ,1,1,1770419350943,1770419350943,1.0
9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,UEnEcHArGfma-NOnP4EafDaTR_-zwB9wXH2VlNKgdaSB4zvf6HF9aJ_wY6jHqXZGvAP64fqLWpcueg,1,1,1770417230992,1770417230992,1.0
9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,k7abyp9a_n0nTx9m42fiJqbK0EpBtOglQPIGl0unrPd6hYudllpXPYdDaWDXCEfNF6zZK2_zR_1VWQ,1,1,1770417230992,1770417230992,1.0
9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,of1r9ca5Rdg-2zS-ZbZv-C6hcG_GwX5nZN35KcIbMfGpNvvwHwpew_Gif0udt3rgB8BFQC5tiYOW5w,1,1,1770532925880,1770532925880,1.0
9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,pWd6qanLOWssNDP_QZQN8NeCDLvQP-VKNODjJnogkRfvwghlm4vC4yvU7t0dvUYxcJYIg7Zs-NPOgw,1,1,1770419350943,1770419350943,1.0
9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,zP-Mwn5hNXUysHLvlJz9kBwhdYC3rOoUcBRVxZQagxhdWII8enYk7kVq4LVUOJ0FyidL4CfFLMkrdA,1,1,1770532925880,1770532925880,1.0
9pahvm-BtemDr5DoxOi-xlBcWre9_bMU9Xxmjpv8U67Sip8E7ZxffgBNvZmtUF9yoG6GibMv8ekDAg,Uh9B2Dq9MnJoNoNIDV4aR6vYfQJwhkHr2Uu0xWgc_khWyUGvj9TJVX5tNTc-QPXLximmSUHQ4YJDfA,1,1,1770440040534,1770440040534,1.0
9pahvm-BtemDr5DoxOi-xlBcWre9_bMU9Xxmjpv8U67Sip8E7ZxffgBNvZmtUF9yoG6GibMv8ekDAg,bkY3inIc86QXVEP3wYC9z-kdJzLvcpzTCP-6aGKcWAFd_EakjsaMwridzT2T0NsTzET83BcEmE00vw,1,1,1770440040534,1770440040534,1.0
9pahvm-BtemDr5DoxOi-xlBcWre9_bMU9Xxmjpv8U67Sip8E7ZxffgBNvZmtUF9yoG6GibMv8ekDAg,qZU0POeoNA4H8f3JKYirm8rvTrUsZ83LZKwEXfXGZQXjUTeOG7xcajy83xX-jTV_Md6suFiY2ygBVw,1,1,1770440040534,1770440040534,1.0
9rUPjaSamuSXlGnuWA-s-hdXz86OYWDdXGwJdzsPXhz2gNy_hCu6VdGBibC7TDhbIzxd044lzUHMiw,EwAGtUU9-XEJdwL8jmVabRo6yJ0TmGMZwA3b1MblJ4_Qlihy1vSNHlp_BFW4BWruLP2EJJhQSAzVIA,1,1,1770589349752,1770589349752,1.0
9rUPjaSamuSXlGnuWA-s-hdXz86OYWDdXGwJdzsPXhz2gNy_hCu6VdGBibC7TDhbIzxd044lzUHMiw,FfXfYZEB9PbJG0otg3cPenQC3M_rWWlezTH2-OlJvIUMfVoZtPvIuMNl8e-PDWzhUAY7N7d0i3lYZw,1,1,1770589349752,1770589349752,1.0
9rUPjaSamuSXlGnuWA-s-hdXz86OYWDdXGwJdzsPXhz2gNy_hCu6VdGBibC7TDhbIzxd044lzUHMiw,VZlAHceQKgdR0IrL3kJKyrgL5u8DFAFdgRLS4sXJATGMhvm-MawWkMQC0N4TVw0kqUdNgT7EBMECIw,1,1,1770589349752,1770589349752,1.0
9rUPjaSamuSXlGnuWA-s-hdXz86OYWDdXGwJdzsPXhz2gNy_hCu6VdGBibC7TDhbIzxd044lzUHMiw,b4JVy9SK98OCI0CxzBBJAab5nDqs70hegQfYNV54KKXSfBowpfgwlxCtvj1x3jjs-tCypp2WpZLDMQ,1,1,1770589349752,1770589349752,1.0
9sVBTUhaemrP60OyeHzaZBYU4oWTXkh2IZRP4H_IWEHVrwyFD0m1bYt1dLcuK6nAxDbCb08CUnwoVg,MpwlEaeBAFWtg4GF72WVdcV9LqPqJoLgbi1MO4sthPUmqpZ5Splo3NVvB3nlyg6GhUS4-aTYqDzdLQ,1,0,1770144229231,1770144229231,0.0
9sVBTUhaemrP60OyeHzaZBYU4oWTXkh2IZRP4H_IWEHVrwyFD0m1bYt1dLcuK6nAxDbCb08CUnwoVg,Xb3ZHM1bn_RRTgWaGG-auI84bBIimwyqAmXhyfgtm90RYxirXFEj7gN9s5nIWxBlrfGeW24bSW_EuQ,1,0,1770144229231,1770144229231,0.0
9sVBTUhaemrP60OyeHzaZBYU4oWTXkh2IZRP4H_IWEHVrwyFD0m1bYt1dLcuK6nAxDbCb08CUnwoVg,qHXV0PTGXyG_gygw9iZhE4tz1iXKnA0RgkMouStItyitWGFeIez9zIiU3nasnHGjuG2vJAyTx94Hbg,1,0,1770144229231,1770144229231,0.0
9siIPZWpW51Evj-Y0cEL5qhGNrhachgymRFYZ0MruhGg0W1hYYfpLdKTMy61NDkFoGS5db_VvZ5AXg,Uy1KLjwfFVNjRS-9gqq9s48YnKgF1mpHOCCIl_JhyMN5PPp4RgG_Le3ZqvKQY5NzOUWisLtfPxFWwA,1,0,1770579184352,1770579184352,0.0
9siIPZWpW51Evj-Y0cEL5qhGNrhachgymRFYZ0MruhGg0W1hYYfpLdKTMy61NDkFoGS5db_VvZ5AXg,XuohyHqL_keTJHHOsRWhQ2GfTrqMnqrv3wkiCekiof_xyPbdab3p1TwX185xmdUErLxkPO-zppesRg,1,0,1770579184352,1770579184352,0.0
9siIPZWpW51Evj-Y0cEL5qhGNrhachgymRFYZ0MruhGg0W1hYYfpLdKTMy61NDkFoGS5db_VvZ5AXg,eGNIt1R-sDa37PDqNfAt9V6Tcl87ohi5Q9cBmPDSgpvQc5TBxPbiGNCmM5-V6lu_L9Fz3ygspuzEFA,1,0,1770579184352,1770579184352,0.0
9siIPZWpW51Evj-Y0cEL5qhGNrhachgymRFYZ0MruhGg0W1hYYfpLdKTMy61NDkFoGS5db_VvZ5AXg,yI3Oh5UThAth73qPrh0dy1vPUpSNw46TlaNhveGGwo38nrviOHTB3zuDA7YSTsqCjhgvmYwYE8Gm0Q,1,0,1770579184352,1770579184352,0.0
9tbVAJ1mwkgpcl8KxQUokyP3zuoQkBQd63m_RiBfBJZVTeK4LI5O2qbaFcMgkJ7faE1uVRRlgcrEZA,Pox6i417-ALqfgnmdIDGLqDRXmRPsr7IOnM60bI88cLDiVEWGfzaJqBNeiy39TKse8qsd66Lsy6BoQ,1,0,1770599116406,1770599116406,0.0
9tbVAJ1mwkgpcl8KxQUokyP3zuoQkBQd63m_RiBfBJZVTeK4LI5O2qbaFcMgkJ7faE1uVRRlgcrEZA,_jpwsB7YOyeAFk2SgbyNW3nbZYsayGcE-opW0U_Bg1Z04BdyrSEblGhsAl6NgJtbLefPDNZU3l6YzQ,1,0,1770599116406,1770599116406,0.0
9tbVAJ1mwkgpcl8KxQUokyP3zuoQkBQd63m_RiBfBJZVTeK4LI5O2qbaFcMgkJ7faE1uVRRlgcrEZA,aUrHQmk3QUej_SbpMkJ_3XJwI3EAW_qWM9opGgziy6iTWXJFHctK-II7A92f6dFz6Uj17b5QP9-_Rg,1,0,1770599116406,1770599116406,0.0
9tbVAJ1mwkgpcl8KxQUokyP3zuoQkBQd63m_RiBfBJZVTeK4LI5O2qbaFcMgkJ7faE1uVRRlgcrEZA,sJi6JdY48Dfgw4rp_LAUetnmRrqx_vWlOdtpnabsY2PCm2vS-nEza7P0C4zM7cgSuKRKWKuZiHnDpA,1,0,1770599116406,1770599116406,0.0
9vbxbVG6rGlWGiXRhdscMFeCLLb6nYGYHNY2gmqbUuSS2F3Vmr84GM8kDVsMGcgcIyMuIZ2DmkDxnA,IlASxg6WCyIzRqpKbQ-ZqmhMnDb1-b6AYHJXApEOfNrcqdpM-fSWJdLClZnowQQ8_Bz_KkRissZ9Cg,1,1,1770011678821,1770011678821,1.0
9vbxbVG6rGlWGiXRhdscMFeCLLb6nYGYHNY2gmqbUuSS2F3Vmr84GM8kDVsMGcgcIyMuIZ2DmkDxnA,Qxgj_s9xWPBH651Zh01MOS8GtSOPT9WH9-HBa0iCbDJMh_qK1cAoWeLh7Rnw51GlXcnyR93BM2QZHw,1,1,1770011678821,1770011678821,1.0
9vbxbVG6rGlWGiXRhdscMFeCLLb6nYGYHNY2gmqbUuSS2F3Vmr84GM8kDVsMGcgcIyMuIZ2DmkDxnA,U8RQo9gfYx-pLy7ZSPBtWEkXWmzhWzgOPFht843WVyTLzsZey9KJwOj9JFHKDDj-iW_R3YEF6qdTdg,1,0,1770608779833,1770608779833,0.0
9vbxbVG6rGlWGiXRhdscMFeCLLb6nYGYHNY2gmqbUuSS2F3Vmr84GM8kDVsMGcgcIyMuIZ2DmkDxnA,aN2snrx85aW5E3xhaLANq3fz6BAa5v3K-kEFLui4CViZtJeDToEMgoGs5H2JDKzb6arDM2PyxH-1xw,1,0,1770608779833,1770608779833,0.0
9vbxbVG6rGlWGiXRhdscMFeCLLb6nYGYHNY2gmqbUuSS2F3Vmr84GM8kDVsMGcgcIyMuIZ2DmkDxnA,j2Umu73a-oZT9VRle522vRVL5pKZDw5vlfB8pqKJsYZoFjRG5mhpznjH93zON-5LIQHaVZStFzxowg,1,0,1770608779833,1770608779833,0.0
9vbxbVG6rGlWGiXRhdscMFeCLLb6nYGYHNY2gmqbUuSS2F3Vmr84GM8kDVsMGcgcIyMuIZ2DmkDxnA,oHEvMsFaLd-dl2-NMNmUCYYj3w_m8obxzjtKliwjjFf9aecq6hH7zE27Oa2wyk2YfDd92YOtyMXzbg,1,1,1770011678821,1770011678821,1.0
9vbxbVG6rGlWGiXRhdscMFeCLLb6nYGYHNY2gmqbUuSS2F3Vmr84GM8kDVsMGcgcIyMuIZ2DmkDxnA,qBUX7K6hB3xecy3iWPtwDNXj4UOb5_BzfUGpBVXzIBapE7i0EIktm6JNrV9eBm59WO_jgTLmA9f5Tw,1,1,1770011678821,1770011678821,1.0
9vbxbVG6rGlWGiXRhdscMFeCLLb6nYGYHNY2gmqbUuSS2F3Vmr84GM8kDVsMGcgcIyMuIZ2DmkDxnA,tNgmtP2kIN-AZr7SmHoAMBN3TkEP1USm0ICkERM-VSsW56TuP_5UQCSkDWC69uJASD4ReU7MhOrgcw,1,0,1770608779833,1770608779833,0.0
9xcixauAZF8DQi_aTDRqeVuMHpaeTtIr1U1B88WHNZ3iDhLL3JbXa6uu7_hh_grcode-GC3lX0VSCA,VXzrOrO-XcUn8cAGx40SGK4HyKO49YXJfqcIHwx5H-auAYwngIV6ZhAf-XyCn9ED135AJqYXa0POIw,1,0,1770568655394,1770568655394,0.0
9xcixauAZF8DQi_aTDRqeVuMHpaeTtIr1U1B88WHNZ3iDhLL3JbXa6uu7_hh_grcode-GC3lX0VSCA,l48w3D4-VuvRJk1KRqC969I2uNdjh9WegaTg9wJav1lIwvxuLDy7_vwiGcM_kfvD6VaVeZjBIfttOQ,1,0,1770568655394,1770568655394,0.0
9xcixauAZF8DQi_aTDRqeVuMHpaeTtIr1U1B88WHNZ3iDhLL3JbXa6uu7_hh_grcode-GC3lX0VSCA,xlBZo8c_oOy1ZglAZ0mldAlvTWysVB4FjcWVvDgSj4rMzoK9w4sraNr-_vDqf1kjkOMemch-R6tFFA,1,0,1770568655394,1770568655394,0.0
9zB0XNf1b67IytIzDJmKzK1Mvgh76QXCWWVxj3TKuafc246WgMBy3JWdEl4Sm8Wv8NRDZIw-F_U4PQ,LCOANR1W_QLZltWjrijIToj-69QIxn315gyc2_WVxRgYj62kCIsDp-DRjErS4v5QJG81myQCuhlrdA,1,1,1770425396231,1770425396231,1.0
9zB0XNf1b67IytIzDJmKzK1Mvgh76QXCWWVxj3TKuafc246WgMBy3JWdEl4Sm8Wv8NRDZIw-F_U4PQ,aqC7RuKgj9__5YrRN-lRUJe-BAqDxQqQYeyeNHAOOn_DtJYdratU6s_hIE-6gYdqSY0qFmp8Na7uwQ,1,1,1770425396231,1770425396231,1.0
9zB0XNf1b67IytIzDJmKzK1Mvgh76QXCWWVxj3TKuafc246WgMBy3JWdEl4Sm8Wv8NRDZIw-F_U4PQ,n3MwV2wPQFOwiFlw5nppMJRwtWLBxARE9NTr9MUL9B8WWjyo5trEFoRNL2Zewbz4bwjPmWk84VBJ0Q,1,1,1770425396231,1770425396231,1.0
A1arFXjKLP7m8byHZsQ1Boqabt8BFgcGfmZr5u9mH4kxTMLyohEFP61CLYB2n8H3GwzuiASi6oZfug,HNfRYOgqcL9uAq7xpWIHrUvTMhFFHXVKYX7_rDDX9SdzRX9wXxpw0bye2ZSOkWU0tYFKHOpuJnZ3wA,1,0,1770606361229,1770606361229,0.0
A1arFXjKLP7m8byHZsQ1Boqabt8BFgcGfmZr5u9mH4kxTMLyohEFP61CLYB2n8H3GwzuiASi6oZfug,VO0om9j-S3fQWkwnYHHzCl5Z4tlrkVatm4gJkEp0BYVRQhEq-7hGp3Bfu9-XnGJDDl8733sEcW06qQ,1,0,1770606361229,1770606361229,0.0
A1arFXjKLP7m8byHZsQ1Boqabt8BFgcGfmZr5u9mH4kxTMLyohEFP61CLYB2n8H3GwzuiASi6oZfug,nC6fuKhmBnCRXiJT9ZqAL1IDrAmC5XVOESJTJkAJjkhhz41b9-pQAAahGAYxcoe5zKjkaVRJUCEAfg,1,0,1770606361229,1770606361229,0.0
A1arFXjKLP7m8byHZsQ1Boqabt8BFgcGfmZr5u9mH4kxTMLyohEFP61CLYB2n8H3GwzuiASi6oZfug,yUXwd8BHiZ-8Ef_UmrBR5ItVEJ0epUm2Eta5xpjWAy2g0zBCBcJYRDueyaGp172zb7X2wQMizVvC4Q,1,0,1770606361229,1770606361229,0.0
A2mSLROCN3qsF3ZZy5rS7ivZinb9X_WZPAb8klaNhCKkbwlf6Arkb5fbJf46XQUj7HXhgv2pj3W9OA,E6VAHM7Ky5jUJYyiU_RHozjcemSLNBRJLa95ultvnzR4qy6tuQr1ESGjgwXjbWb7g8UJfIDsKjL1Jw,1,0,1770596529104,1770596529104,0.0
A2mSLROCN3qsF3ZZy5rS7ivZinb9X_WZPAb8klaNhCKkbwlf6Arkb5fbJf46XQUj7HXhgv2pj3W9OA,RrAV24VU1V2YjFAnesgQRYZWvThVDKByu9MrfT8mJS3RcqvdvvFVGkI7nWr5cdR4pa8ZWeT_kt5QrQ,1,0,1770596529104,1770596529104,0.0
A2mSLROCN3qsF3ZZy5rS7ivZinb9X_WZPAb8klaNhCKkbwlf6Arkb5fbJf46XQUj7HXhgv2pj3W9OA,glgV0ZufTlgdkiG_SMi6ATa5ymewmgS3Ky8anm8k5GMITDMiuLgf99uro5gZH7mfvdBOmchK7vGq3Q,1,0,1770596529104,1770596529104,0.0
A2mSLROCN3qsF3ZZy5rS7ivZinb9X_WZPAb8klaNhCKkbwlf6Arkb5fbJf46XQUj7HXhgv2pj3W9OA,wRSvnXn0b7D8KlCplfsO7S4G7Ma6t02Bm5SWQ6PPC1AjoXvVXn9n8XncgaHJ-D207HDPPFK4dRoLXw,1,0,1770596529104,1770596529104,0.0
A3MTilrQtyJUn7Zp0LQb5-dLT-3adlDdO686UJd-Wbdgw_GqARaT2qK7ytEBhn1ytLm0kOnMRw45lA,CpiYqXBXvFUJBc1yZvHEFLZa6yT6ouGBlW0XzvFc6fL6QZ6FHhoAAaB4AfIcALJPN1f2vhWNUJcOww,1,1,1770574554690,1770574554690,1.0
A3MTilrQtyJUn7Zp0LQb5-dLT-3adlDdO686UJd-Wbdgw_GqARaT2qK7ytEBhn1ytLm0kOnMRw45lA,GG1jDNum4cO1k9Oc6XSxz8en4AMj9ZbJ9BFkeiaEOdiD6GsJ5rkrNmdq1pWjVyOG08FeMg1LhYaqCw,1,1,1770574554690,1770574554690,1.0
A3MTilrQtyJUn7Zp0LQb5-dLT-3adlDdO686UJd-Wbdgw_GqARaT2qK7ytEBhn1ytLm0kOnMRw45lA,Gr8858S-83wHkKM1Ix8aySqdgjs0MQixSYx_7ggFfl1adqu0-8O3Y3OerA4V5kVddXfACMU1dQHz6g,1,1,1770590938349,1770590938349,1.0
