puuid,games,wins,winrate
66JQsvaaPojdrDceG2HnPY5AvK8Fnfntm9jnnOLkMs0TPlvAiqfP5wV-Mnini7yUnEGcvRumeaOcJQ,1,0,0.0
673V9myZ5y2s4202S4caORhNFioQWB4gcK8lNsednCkS3xCBiYci7KGiTWbZc-Zt0bXRccR1n9G95Q,1,1,1.0
67k-LVfl8KXWMj87_AeGU5IyoJaco21ddfRjMg7ayjCWX9nUF76s6pYVuXufP-SJqOD322s-Xf3kUA,1,0,0.0
67koYkQof0MjlaHRy4V8FKCGM0_7NZ8mKIX0isRSkSrkf1DFQ353wbkfT4yoJzUSYxpSDM-CRQXUMQ,1,1,1.0
67kszVbSYQwOwgw4bqt1jWRoFBMcvRUMqpuaBicsLJYrFQaL3RpD2EjVdJsJHMWtwWnnTnGogyQr8w,1,0,0.0
68MQhu-yikPDO2P1zCOthuvWh4-0nkn04zobFDf59MWf040EETrff7qovB0RpGZldtFQJRQiDSAMNw,2,1,0.5
68Q_VE_lAbn6vQOw3l_Eg-qxVh3DnfzdjetMfEGnleKiPMHKzQdGsPSQ6pU-A8L1E5YkmfApfXEf4w,3,1,0.3333333333333333
68UXfN6eUGeMrvInDiz_DKTILTTm2AKLKJpTzlBnvc5O8phfjnOpJk4HB-cfnm3rl0roCQ7Yq28Urg,1,0,0.0
69C5wWKFNGMVOmDSNVjV447QkGdTlWvfZp4T6Rrr9RMGpaCcHfcfOjfA3tBYxdUe43tESApXc0Sdqw,1,1,1.0
69YTNRm3ruS3QDfb8IqhKLLkh6XLVHw7GWA9N6crx2RTp309sVIxsZ2hVOzcVsTaNsVajVSH8ypADw,1,1,1.0
69aPAKqMXDi3V0VvHP-nDTsutjbcIk2FLxQtqu4uH3ieRSrn0R_PMes6XHEswpuBdpfFF2n978qboA,2,2,1.0
69v9fuq1INeruGb7m5vidcxQzbtxbaKI8Y7XeB8CHq5AfVkTrY4U8VEw_z-V3wx4oL59cCNlPgc1YA,1,0,0.0
6AEcCpw-rTxTY1b0XAtSXfBxrIOejOlChFVPXdAft_aDuOj-RFguOzZk96ws07U5Lmc5QufQNvdE3w,1,1,1.0
6ATN09af7UTx-F8bh1uzdHnzKSsF7NKA9Wj9naAaoiG4wgPXqTa5UnnYtNkaLYuLiKCyGqF10hhA8A,1,1,1.0
6AkiuhBpFJVIeThl-XlxqoDEXgyh0-Jd4BxaRf_YgBtNgQAwkuusi-N0jFEP_xNwFLe-YLH6O8PReg,1,0,0.0
6BLciiit9HGSlzyIuU6ut4ZtBz9sT5znW19sLIZjCLHX0uQYO8QD83tPDjaSS8KWDQcm3LuuKQSb3w,1,0,0.0
6Buhab6CATw182yFzRgo-8sDss5146rWcwTumCkEZVnewLrdy9rYSDqyhWu02GbCTFGfNMV03B33vA,1,0,0.0
6C7HAYmGM7hSGvnk-UiIXjsCkEDEcPWn3pDCFp9XFsSky8qywyf7I7itHbhhQgg0RpzjceZVu8J81Q,1,0,0.0
6CmUaqW0A8IwUPvbgzA8gR1tUzMxbyBt1YV0OyTWRHw3YF3MZXX_cVBL3S8z8E5jZoqf1LLsdPX5JQ,1,0,0.0
6CoeoYP_GLG0HSKY6jvXW7NRCiJ0a2DeVsEoVicKYLrQEMici1sJ4L0y9qHfApHf4CSYPoUwlvT1FQ,1,1,1.0
6D-QWH7BI4FnyT63t3ig6pYCK35sdjWGmUONHnlUOXEP0SUR1A9J06UAx6z1nBQ7RsPC3HePlzQn1A,2,1,0.5
6DFCbFNUpkF8mPqEbFMfs3bjt27gQ9vJmIUjym8a0pztH4v_yt2Pfapd_qRbOhTYoa7jw7qM5nv2Vw,1,0,0.0
6DTcdRDaBi1Bl451RdZ-d-M0S3IORGUbiquuaprsKXn_6fE_ron33ZIiztOn8p7OWhEm_dHZE3ARcw,1,1,1.0
6DZM3vqliaTcdSPTw7Fy2scosjhJWf9EffKFroDYTMPuPyxhByuXoWvDobhiDESJfpHckxeWwPVsPg,2,0,0.0
6Dkov_6z-Zo6Bsq0GrhLQQ3R5Ufax5_CuQCnT-ZajlrBMZu2OeJ-jXLLGWYjCx_usjtF_rDtxWzxUA,1,1,1.0
6DuB25MSPUZA6zZ3T0GifOUDVi-jLN03UxNVbjyoe7LAPvfNiWawI41ui_fcmjqRbn-w3R8OyyDhqA,1,0,0.0
6E57XogCroWXCJX_yKtCJ9o4XTwIg9AqIXH-vgvPvfWe_sqKhJ9NMlrcxjDLwwNKK0QMrMLHHCjbdg,1,0,0.0
6EVKhNJUbaxDP2PQUslcInoUOzjWgwdPWmcN2gNXbb83mFEOAqKK7Wcy4nBKNEszIgJFL7EhnlDPEQ,1,0,0.0
6EaySvmlkvjLQ1qeiPju9uJjt31tnrxgew9eod5vU_SMZTI5BNMuim3ugFAMdPRAh7xMX2bpEscipw,1,0,0.0
6F8vtDR216zWxSRuVJgdz5c2b4I4sIdexPjq1OAOiKu5zBk65dexLnKC-avUxo30pcwi3cJ1EMyCNw,2,0,0.0
6FTxcsGjwfshWbR3mklEWoTyT9BBzyKfqaJzf1ksA5QH_RH7pCX55iZrXwPrpbc79VQLw_iGWKbFvA,2,0,0.0
6Fe09OS39GKq_6vQYGBuKuumjzJPtAqRfMFO3AaEMYTrqV3OY43jYT1VHaTgYA5LUuL_jsUPTzDFKw,1,0,0.0
6Fqw1ZkDJhCDBGB_7MuotJiSMpli8hQq1TEa9NU0ROBc1KxNiQnd0IfeM1LOjn8J80mOApT16p2-_A,1,1,1.0
6G5o0AvZn4XqVifMbHU7gziCFsnXNNC8yPseLrqxBL95-HRyoN3e1T9VMDvFKjbn95t4iB4XISaUhw,1,0,0.0
6GNnwKYD-2PnTlKp72XhHmPYjG3xA-xMc6YjcU_E5NWtYoFXipvmU8r3fFvUcbUmuAUG_SGl1s4Ncw,1,1,1.0
6GpMh13g1lflzHuuJnEh4mjsvMtBtSrFqDtjwud80_yn4aNQjJuS4UeQe5jDouu38NU9Sr4mQBWBOQ,14,8,0.5714285714285714
6GpnhYZ-ZEbJEQ29rDeiaEDuuaDddSCVSEl1XpXllWC9e_su5oQxhSXTI3xPfE2nf3AoGnyrVTcRzA,1,0,0.0
6GwsSi8DmcwE4O6OwseNkqIYNKcKqKuypFzTwmfqY0onEmqcm-qa2uxoEMaiBqZG5XiMq4daDg9RkQ,1,1,1.0
6I7o38c1Om8UVR6jMQGIqpmgwV6nd77S-D7e9DKY3erpA1ZJxg_XoLy7VGmdR_apf6XV1W2ZB0EukQ,1,0,0.0
6IVpV7QNR-m48fRFErPCOwd1vLZd07pATGRArULPpRNtmChxWTBiKKoWoRGGS3y6uzWrhChaL9NRAw,1,0,0.0
6J7m6FGjB-HHuXaUmqLPz_88FarmbbJrwzsfSS20lz8MLl9cOBDcvviaN6j2M0q4qabioQITnC9LAA,1,1,1.0
6KI01oeYFINXu0JelQf2oOuM5IESyoCRRGm54R4uK3JHOKls5DaV8NHHTo-01jaxa9NuuP0w3T-yYQ,2,0,0.0
6KSeJohuLP6gnVqGxNDXF2p1bDhnOZUjIz3EOu6KhfxgU-8okvs6p1lHDdZ6YVx_p4i0Hp8F-dkJXw,1,0,0.0
6KZ0yZQEr9PFDcR2RKHDwpmx1hzEpnCoAy39GSUGJB8BJVQ8Uz_kMUQ8P4UcXOmG3Ez11VPkeso2QQ,1,1,1.0
6LKuAg_4zQRkMRzrztaxXSg9tyRxf8Vx_kAcDTX_0cGX6s411R0tvBjpxT9aI5yFvvF9434yVwhn4w,1,0,0.0
6Lxl3eyKUm2uW3bn45415pNb1tfHe8Lz0ZOmADAYtgD0XplU8lHNoIO9LoboSvqF-voR27PQqoHAMA,1,1,1.0
6MXRPMfVrnfJF3FtNyt1kI6fk1XBbL3Kk1xET1VYMlrHDKNsJK9max49SPdp6wzvDWeGVxO9X_-MNg,2,2,1.0
6NnRqIDG1PWk8tO_-vCz7PdEv3KxFtqCN9muTi8GUHTBESvDerxO0okN93HhMEo0Lw3Rl04wAScwDg,2,2,1.0
6NrXUzwMxk-ZvBksj_HgIevYWSjWtLqUSeWtuGyu7IxWaCoePyho-kOJ8dnB7WEGQIXYMLtwO3jRBg,1,0,0.0
6O8WpRpC_gczt8vvZbJMpv_Fn-gsJ8plt4ZL5fg9ifayaIlSMbl83mFGUCCBbX2anEfQUI_CIZImHQ,1,0,0.0
6OWYVkeuPHeyYjMgcUOI79LrCA70quu0cyeYUEW6Kd2kt_DIG8UXboBnGYXdOja3E9PuhrX-emntgQ,1,1,1.0
6OsRMBLyAEx342Mnh8wSQh5hx3KOx0CO_cV0GzXjxdFzrl4hUw4hpjj-Yus-5G6vgOCIhG0Thae3AQ,1,0,0.0
6P0wS5IsIcwI0WMd69t5fNURRpnzyqMdhpRsnvcteLhPCQ8FYj3BMw-fSeHY1I_S-Sw6vl4d0YSR6Q,1,0,0.0
6PEQpzS4BSxh2QxVu0QNlO5_ZNNhgf6tSSAE85tj2hRa8MBCcC4VfqLtHJ-yqmxjnvH6rEB3pu4eLA,15,7,0.4666666666666667
6Pv6D-PTJ3ecwRyEAc0eBOUcyKGpwwnyncFrMaxCpIi1b88O1_XdEyrt20cNYfOYnWaYsF8eEUf9ww,1,0,0.0
6QKZzc9Y2SD__0jfsXYe-T9vfHbLFaW6NoSQ3AWY1rIsLIcSi2CustCzCFxRLigjdwqrM01ztjT03w,1,1,1.0
6RANHiAScA3T3debo1p-hYIqar1MF5NSv7WWLU3s8MflPcSgoj3A0ka-Nwoo3QCsO7Txiz6gIwIw7A,1,0,0.0
6RaySS-6KdqMS06yMTcUA7EbYLMw7-UcJW-T8qmKSkmk459rdKB1Od9pTbckkKDfsj4yNig3lajjPw,3,2,0.6666666666666666
6SNR9NSCRxJJGG_i02vtS7q5Q8doo3Y7d3LD75KufhoH3NLD2U7HfQJyIQZ8aVbBY25SN4lxB91izA,1,0,0.0
6STNTG7hhMx_masOee6B1jJcemR08PJ7reEWvv1b5s3osntSYLtGNwAJSooLgnRJqzjnDcYuZCLPpA,1,0,0.0
6TOHX66X0T_5GBGa2J0nYDrDAlXSQYb4tFj_JPJoXzl29c2gJSOoZHtclc5EJlIZLxPC08InjPjpQA,1,0,0.0
6TzOsLoATEJET7voLL2b0TO7GgXBJiRNyubhD0ov94c9ch_OtxA53qUz6HOVu8a4R_Bl1kBNaKwlCQ,1,1,1.0
6UtCvVc_SD-PZMJN1V4OieY9wGZcstIFqxYc9MWq-tLMneh6PyK9rjkKDiKsp7jjL-vNHhIpZ2tadA,1,1,1.0
6VId1xgZhv492rFYs75lSP4azqbQSYCO8s21id975eefkVxYc6Z3OhKyvhkVQYV5n59h9JoKIYKzVQ,1,1,1.0
6VL79Vm6-b3eo0hMq-mYNQ_UwOHXWSsCjoS27I3aoL1J8VIo-NYWBdia6YvL-0gTY0wP8XH5JOZ9MA,1,1,1.0
6VnqHKeplQl26YRsfPgKLQnQIE1dkFCAbhPx4SdRhIxDwYpdXR0p7RbTvWOHPtdRUBg9q8aLxa323g,1,0,0.0
6X6kTbGcFiuIZbcVEcNSuM1HiDXA1jPsTdoJoCxEvhCUMlQFt0eTbB-sq2dW2SslEwOzn0mkbHG6XQ,1,0,0.0
6XfViEaTT0s9OCk85Uk3HZTcKkMEc-ELvHBAAXugHC4ECGFk_Mn7T5YfohZQr7rspqWlbO-kJmEtzw,1,1,1.0
6XoXTWEZXP9JxkDyDkziQy7zoLIM1WCbpzHNrdfkFxs_zs4Pk3_uq3O0iD-6y801UMNz0CdSHziDVQ,1,0,0.0
6Y6GMSxYJcBKdhgogKoKjlK5BAzmVMiW1o5uLMTRxs5984-M35mnpLUZHE5-OsqCJYb-AxwUf8EoIg,1,0,0.0
6YEEPjIGazFcisfrtL-Jq07MyLyHtSQpqoefiiuq1wvc1wzZqmmkqq6CI2xTS0F3HofDsrF6MMdVqA,1,1,1.0
6ZMz3ecNj0T5ZdkHPWAPNbR4hd4FwKX-YuSGCoV9JWzr7LNP0uglX09Vx8oHVFfscCYWBpnlrNWypw,1,1,1.0
6ZSLv0vB_gDevBSB-Abc7i0skNyFixOSa3fuFNHfjtO_fY6xTb5pNJTqAxTywZuyUgWfERtnh6kmng,1,0,0.0
6ZvUW_esjoHFwmEYB-Ulm3xmzvMn01SutfCoVkk4tNuKRdbFTVEMNQQadvUXJ2LwiJy_10Jr9VwOug,1,1,1.0
6aMc0EPZTdTVfuDNDf3MBYy9kyFZtf2RKlVTZknKj5N9DQqVxJ839SdMDrkLXOy8GeOH0ItFRdjXMA,1,1,1.0
6aMvevZmVcLSHTLw_2KvPdnBqR7A4MvHXYsKMQ_Rd7mmW2AQDGhu2h00v6w_xLltxlFO0kmmNM0vcw,1,1,1.0
6ah1PgXi4LgwumfhQbrr6wUwb0hNZdUOgvDvovyIZVRz25teo4Ujw5Mzuf0S0MYuWIEhhAWTFAszgQ,1,1,1.0
6ap6UZTOMEapnYlo_MnGC6L5chuejLp3xi7BorLDEg2c7-OLOgPOs2gxPdVG28lY2m_33_ZUtguCsg,1,0,0.0
6bM9yihrWJ6HK8rphrwJiCN04lbksrMJokDvWrm4gzCUpQ0ip-iLETw5By7115MljWGXRVeGQm5sPQ,1,1,1.0
6bTNKpI0U1ksIDJtDUn_nGeVGb9rphORYhQ3A4_ISnpbamf7HOlIQh5nJ_dISPD7Tn4_FpIqH95RAw,1,0,0.0
6bqzunrMRcOgn4CfP2NvpMJta8lQctxRqArQa-DAq6dg3C95JvcvKLkINdIBxTVgoUO6Inq7bGcmHQ,1,0,0.0
6cMeNdN7xub1ufZniScwCCzO0OUgmni09YUE9PEoqx9SnO44-7U2kYPGfxc5iZo5aKnyifolrNhK4A,3,0,0.0
6d7QWN6yHbPWB7jZLuySh2vNvbG1LC2M5woUYF2B70Ug9XHHaBgRi3AAdb2ckQIuepX7urdtCBLdpw,1,0,0.0
6dZAkHMidAPDq3s3Q3skZPrCnmElw2L6xM9Qw0LeMZRvzCb50YovYlGKSXLRkCZTHlkyegB1Wh1p4g,1,1,1.0
6djg9oNHF1jR3AdOxORuVrcEJvkg4SaCS53J80o6KIl11RXzJZ5-Vm_TjejmKpdvXVhpH39mjsUYJw,2,2,1.0
6dytp7YJXy5JQFfw0smtsoji78I4GGYy50vyhHwyn2U5-NtGJNhOYzRdtbZN_7qXKXjmmeHTGhovgg,2,2,1.0
6eOinoF9YZQpU-eeE7smV5BsyuOxurQmkqu4yOW4Zkq8PIGrT7njADf2DldxB1spBC3E6p5lRXe0Bg,1,0,0.0
6efEvbiIVVd6lE77angsPj0Y_KiKYVpC3CztUjtZKnTPo16qdZ7IZueSNwAv16MXhylg5feE-1iKVQ,1,0,0.0
6g2G9q07CIOsZRL5Nu6PmPj5ngOUCkewKp0PrTwuCmN9sXFkX4EBekvc6ecbLRUlDWMtEDb7SST10Q,1,1,1.0
6gCfJwzdQPIhM6Hbk6ftztyzeiURusi6rp44heYzLnDUEZcf1D2HHrchd1gNPTrKCWOojFpRc2Hu3g,1,1,1.0
6gr5ThqSz2-i2fJ1s77_-UqaDY6DJFZHQoWm6JrdjuobtWY9BhvyGnYEDTC4rdjHJjq0ChLoLQNzXA,1,0,0.0
6iXObaV_Sz1jtz3a917zsCKKWkrfs0rsw5bdsv7Y5hVh-N5OLt91O7gvwBTTypPBPtVqp9YHLZtcVQ,1,1,1.0
6ibM9O-GI2ZhHHEQSYFbWUv7LZIS7MrVKBhKKjLoNBTcqdACXogFEy0kSPuvxOyV6nJ4Jqv9F7JaJA,2,1,0.5
6jrMt54m1MFXLPKNEZcYpoS5Ou2ELOdhsHP4ZhpRUzYobf5cTgn3oeaaCCrj3xzYHXhqmkwoFVB2gQ,1,1,1.0
6jxgj86XUmyMjXe21YOBsM1cmPzXFC7EC0o_PFFiyygPj6-2h_khY4iT25Zx_EXR1CfSI8Z18n36wA,1,0,0.0
6k2x_qS0BDXWPGSiqPWwHCjRhS8MQ8D4mwNfT3KuCBDSbDtsDMLhl2D1kCvTkrSFDKDCt9RfbOc7oA,1,1,1.0
6kZ5Gj97ESzcW-IcAI_sgKBUuVePJ4Rku9llrTV2rVB5dtd2tsAIEz9Xr0w4bJAUuw5pRU4EMFQBLA,1,1,1.0
6katl5_mcixV4pokJCyvZEaNh4f3Eh5smP6catXTmvBDSSmHZ1jgvpQ1_0nOdSARMx8BBKFLIbrvwQ,1,1,1.0
6kg9Hp1OYSSq2JzmWdFnugEyPB2ngYrA4_l7DVYFzZL8DBDeqB-bO433KyLQqqtYoboCLYvT8RTy-g,1,0,0.0
6krTcP48ZQtuzuAu-q0w2xir4oUgfbge_8tEu5Jjg0qM_spFpsUVzU1Kz-WslMLdESo4brBAsusYvg,1,0,0.0
6lCgMVwjbwTjgowksjU2eL_1z38geaXHcQF5-l_Xny5urBAjFIiI-EOzpRV1ntpj5C3fjbUw-Mq0_A,1,1,1.0
6lGteW5Jo8G7uvsrVSPTC5sCakzBpGIGkmreJv7X8x3ciotxG0mlOJHEkJAOSgrJhoF_VvWkhcl04A,2,0,0.0
6lJfOUXgByZbCw00a5_y4IVwp4-neax9nVDPsiF2FaPc9Kzdl28YT3rocdAVrd-QWURQ_JqMncilCg,1,0,0.0
6mGPbPfUocs0faHS_Kq805K7fIcsIT1LAERX-1bVflcMWL5kAhq_dlxnlDS9QDQltybDm48kUzZFBA,1,0,0.0
6mU6XzuehDuN_BcSOipYdmKS1idjcN4k7rf-cW-24UifZkAxja_RuEwAwIgeYiK_I_NT8jKo4Z04lQ,1,0,0.0
6pgMcT4SUIH2JEFW2_mmficyhBN0q4dhT4nC5NWAotYe6-k8-P9IC22NeJBa163xhflVWkuxu2svMA,2,1,0.5
6piXgLkohW18Afx8h_XYPk2JDi2IrKbKNT2Wev9oh1SPG-WIavQEn8hLbEo7Zb0jwK58qU-inLTD3A,1,0,0.0
6pwABLFrT4cnVC5C9Sko-JfzmUmUfsRwCHrMkeEziG6DirgEFibCd_F-_MHFxMBkFXOQ-TPrENoGdg,1,0,0.0
6qBkWR0FE6To5SRQ3Nng-mWXCjpd0MM1lRMV5HS8nT7LXJuXQa_5nOBBZTN7AA3rNk-Pjl4axDisNw,1,0,0.0
6qEk_90UcS_UBU69aaPK8a3luubs7PvjgTukafyqrRWaCw0jFqQcoLRplklgxkddf-lbgF3NuOYgXQ,2,0,0.0
6qYuyGIPCTbj0Z3fdL2qmpWHQb1E4-IuaOK5dF7rjCpIGRb-RdGPnPYLBPLzsStmy6SRDRVpSXqW8Q,2,2,1.0
6qaQaCXAgU-E0JK-EyZTA0UrE4F4uqKOHIM4jGcM6irkoaDmx_VU-OSz7znhx7uLxCLuCVZzXjzHRg,1,0,0.0
6qk9BNhY7pYnpCrb3HlYamvGSTFM0uNptpwoxRudKoWlsEdKU8IUqEbz2xpp_9wv2gC7QWAf20oQZw,1,1,1.0
6rSEgFQQo51F2VBX6auFOwhgAX3Znp-a3AsGYFIuBHv9Z0h7XdwpEOLGWmX34ZbXV2Ito1XNNS5hYw,1,0,0.0
6s7LK6Ao7BTyFkHAori12g3HNii5myvIC5fO5391RFXKV6aL12LGdsx4g2EhzwU9LrsZW8FHrUiKgg,1,1,1.0
6sGMHt1_wGee-cEA98z26pqJlYxPQGny8Vsx06awb2zNZMi0HN2kGHS3YKQpFkmyiug05-bgCmi5Pw,14,10,0.7142857142857143
6sHoiYbiSbL9OhcZQ2baL2jvF8N7GaB-m19dg-nX2Xo2tt9QefrIimiPcya4o9fAxfaeRfnoeAOyew,1,0,0.0
6sRBI2toORpSOcaG9ZNYQTja8hYvF1ahK4ocZuV0fYmY5_L2dM-3cTRIkQoizlJmvMR_HWGcpiZrCw,2,0,0.0
6sgl72yd0Nd2-T1Lf4vEUE4GLyMaVMlrHwr5FggqD8OIi4r9X3Nzo7L0GRyta3zv9QDdCviDdBiU_Q,1,0,0.0
6tEoLkQHU8wIHnLBp2DjvB2XwJRYRAKQg7tHI2GYhiDufR4a-iu2C6btVofIYp6ouuizeghMTwvQIg,2,1,0.5
6tYM-NOR_j6LVBjiN9Gyz1GNPZ0rljDMogAtqD3CUFIDKzQDxYGXN5GgErtbc6TrNOhxvhn1v2F9fQ,1,0,0.0
6tdJ_oEVncBCV7jge_ud7jMOCg9_37g_gJbY6R5Haud_7wzN53dJ4kmLg3LwEQuGuULUBwOVpGb-4w,1,1,1.0
6tfuCW7ziyKOv-X1VBLlaMQJPeJYHjNsLwdpyIlsjuK50dI9KC28h4q9XPAdo5go6dUp2vd--h29zw,1,0,0.0
6thJwsO6Juo8NSlxcTHKktLpW-w0S9yLMNmoTv71bIJS5E4EhzaJwUkFavBBTj0xbebWjC_sWCxvVw,1,0,0.0
6tmEdmtxH6fzgoqeepWRkgDvvl-mPnMNZCSF9Sunmht3Fxq0odYPdlVvwEB1XBxW_7-kqtsyVDvepw,1,1,1.0
6u9Z-Xtkd-NZxD9Z_saKFVb_SvMII9uzpvFj1JwYWJ-IKrww0GAj12M_xI5aR5a9c3mEJb0-vWcdMQ,1,0,0.0
6uQ26lA8PPk86AcSYuMSBaagphJ0YGCgRCHTCSF6a0K2JF0k_KYYy2Vr9xz3RzPhytj7QB6FDwysFA,1,1,1.0
6vRNes2CXNRHDkc5xXC4zvPyVe2tOfXXSSmwi-otQAJ7A185-4TtCvf9K2iCT04oRJ4s-97ReWacTQ,1,0,0.0
6vS7ieXYEBQHaR6vVbisi6h3_LC-mtoLDBAl4cZI3_gqImykwQJRfnoYiN4GVIa97EWLqUC2n2s51A,1,1,1.0
6vYWwtzyxwZAyMBUTGgomctKtcE3gZxG4E8QYNtOkQXlxkamJlxqD6IknZCF-ibxiC9ufMsLbeSS6g,2,1,0.5
6w2qHJrpxlFvRUrinw2sKH7cpq5nTLTsqM4kpcTUnfrrhfrOwh1lMZxEGB_DTFm0zSXpvUbyTe74fA,1,0,0.0
6w7aIOg-kJJ_yZQ4W51o_Iy32jrD7Vq-pJ99sZd-KA5lveDwVEOeVZnzfjZ19IdakA6FarUGMbWrRQ,2,0,0.0
6wLk7RTa45nYftIEZweCoa7qkpxPGu68y3Rep7Rx_UJYW5JBck-Kc5QvR2raUSxR9yB8xU8DALRVJg,1,1,1.0
6xJt3N_bGDMUA1QuuQap9-C9ysphCwB8E_RUyoQ0GC6_qrXFf66S8Nm0Cz5Bflv1792hogSaXiI6SA,2,2,1.0
6xey3X9cdv45QYinQjoBMKMQthWcZX-fQgWo_G-92VhpMBzjvP482C1F7eRlivriTpG30kZouNfi0Q,1,1,1.0
6yExHReqBA5vBThHoCqFHufUkCORFtHUnZp9c8y7i7ljjFPBNVOsRsyJayAGFXUe6ytv1JRMnu4zxw,2,0,0.0
6yFHgWIHC5fvKTInDEGUgGSZQQtmGjZYcf8K6HPKWRJWMDPgC4W0xZ75zRM-nIraBscq9ljazADujw,1,1,1.0
6ylL0XdnXM51UIyGMTsD1kJsjFVdO_1bUITvOqxoMi-NyCJK_O4ioZwoXP_aSIWbzceEZ9oafT3B5A,2,2,1.0
6z9A4Wior_pjDNwYqkegEUfbS3z9EAUsspF6nsx1G0wV3XgOK2VYluvRaQVrAMPA9r0i-5Nzub-MMQ,1,0,0.0
6zz6-tDHR8_H5yoe_MFtrszxmSK8rHt238O-Fi6GAZomCjmDkq5tDYXBl9MJsp6D9meRnI1BqjYsyQ,1,1,1.0
70I_YbnPR3qQ6T6TC_4gaIcCRVzkdrF7IpJQFpltsal9yj1rVugQnBGOWsErvVaxagHS2uHhWQhKYg,3,2,0.6666666666666666
714ll9RtCq_MMYEPOy58Gsmh3eP9hfmWQ1SvYCHUzFlZRCaVFKCDILqA594P4Hl_TlwJwK0rc7ovmA,1,1,1.0
71lY7KaBXhPX_cBwDXdWeY9icBNDYcNYEEITcc3iiFxWTXDSo9bnfv7TijywZbH7tneHcH4w6FrQPA,2,0,0.0
72JSdxatwzaDmmevMvbst6pwIuNeLcnn4rSuA6cXiYAPwrVNtS8e0VwBujVBgASTrYpnz1CYK5ccKg,1,0,0.0
72guQb28jqeBVbOl2LK6dVPEs_p_OTPhjYKxs-iCy49LXjinTwtnrn7_nKs8jdY0JkNtn6nQBLIL0w,1,0,0.0
730FM_Dc9LHwV9ciB-i0541JFmo8ruElxsYOPGfsM6fui917UDtQ_uaQENlN1hHlHA_ZftR3YVTQyw,2,1,0.5
73fe5kZjfmIKicn9_22zUmpfZIOC8RKL83-at2fuqRPMPLItcmPvcKp_nMT8TAKHr_yHrUT67DSlaA,1,1,1.0
73pL8hAGWH75IaT9nl63NA0Ed0g3EpdVCUfrg8w2qX4OjBFjFz7G25f4nYRyuMNoSDqUygiOHcp6lA,1,1,1.0
74rv469jQ6rDJ3mUA1lRCjXbF5aepcPxTmuIhxhOgc2fogI3csfOzc0xA0BP2cGLsGz_Xiyx3pmVKA,1,1,1.0
74xfRL8x95vFEL7IsZgMDShO1pZvkmJ-KZJTHRnqA4SPy8BR5hlGbbQB3MbAxqVjLLsafAq9Bo50cQ,14,8,0.5714285714285714
75zRdPD6tlRxaRiav5OEojdUjAuY7bKxrPMxh2wI7gdmgZU0CIfmoXLafTSYDAIP6ErwS988Wsm1Ng,2,2,1.0
7831vcBNYrBUTfZ4Xb4BbebXBLClxVL4bUPXQU12ZtIz1L_pkdAZhopWuQfCxnsqwWKVupowULNx7Q,2,1,0.5
78kXTgPigize5Ihw2sfusiJpAGXvZX-2Y9zUJ31mkDHuJOxnFPRRycot8MhtnEsOhMXTO0WkZtmicA,3,2,0.6666666666666666
78nD6ddUJ9ZCiG9zKhIxE65IK9MtDwgjh4MlO6IlaFyCFndSeBK0L89zPxst4TxX4U90HcIZwKllOw,1,0,0.0
78nnCF3p7mmD8AV0NaE8nWSoqoQfqQWN9uQUkmCSLF1B-DOIgOb9TCFr7rNn3RrIBBBZfznHHxXsNw,1,0,0.0
7AFkwYQ0l6p9GixAQFNztfM5gsPbRCWPVGSnScYdMI6IW1Aa1Sjh7f33RgAMLDZOjvMIIUuDXe9H0A,1,1,1.0
7BKDuND-Y9ztVdYnT55mq2lhoe_f0SiczZJZRAAAOiD4_sPetjewgCyWMiJwhH1DmTbeDYWSIbQeYA,1,1,1.0
7BLWQanZ6S3GFe2TV5e690I7nwh9jj7Psqf8yhkoQ6Gmpgz4wRFzB6W9oTj-tZ7BM1Wai3jQaPAQ-g,1,0,0.0
7BPfZOccNHIoeOE5V3szxlyRa9nScRNltRX689jC8qQBv0SDpKDUlHiskEmhP79kvaTxZrnX2L6TuQ,1,0,0.0
7BTLHoJ5HBc6o3iT37hUjfAzgjjpbX3O352z1RCoDyp1YuSgKGK0QPF57xoYx7YygcHuawSbuKyszQ,1,1,1.0
7BfPQoZ3UzC9inSpTcfh1RslN-wmE7uw1G7NnT60rVvOyRlXulhBZypqrFY-E-64pX8eluv3_sWrJw,2,1,0.5
7BifxnP83_jtHfwkZqWnmPZtcFAtHpOej0WVYas7NAf4MxiU33mkQPKB69IGdiYlwnBrGXGF6Y7XfA,1,1,1.0
7BmGAcbz0kxndDGzPVh57zI5whqVWyT2esrRxhG4khya_1BzlGRqcJnPRb0DOCylu6ndJdiaajsPTg,1,1,1.0
7CH0Kt0TcuF7mG7Bygf0bcyMe60aoHn30oKMeNXQeluV4-ZuqwWSyFNR5WzueH9y8JvmV2D2vM256g,2,1,0.5
7CpFJVCp1hC7DXWFA9GoeGLLUcsNNo5Nw9tnzkILzrXWNqzU3naNnWRGpKrvpa64puz_XJbkOpPLKA,1,0,0.0
7DLLW4Yv__7pfdHvyZdd3VTyoLktmnZdH8mqOiZy7ekSRATk1vN9GvIp4hFe8FWiOI4SSspSPstGqw,3,1,0.3333333333333333
7DRlXdgW2LkjbxBOarfHZzRxFKORavMW4Ex9hfgblbwefseQscvziQ_TrLIxmVlAS1tw5Ii-90wEYw,2,1,0.5
