u_puuid,v_puuid,matchId,queueId,gameStartTimestamp,teamId,team_win
IYDgzMwAWTD10Ul-Amg36Y0GrP5vSg_kq_VoML5nOSFwnnGDuELjRVXx2hfEQF8hEWfPAmm6q96-yg,_fHooGb7dLDynuHcp4iYh73IcrDGRKB5x_OgEONAbsdJ7CZtAAJMm2RBuLNLSASAdI22sm4LQ0Cwhw,NA1_5490105760,420,1770893751990,100,False
IYDgzMwAWTD10Ul-Amg36Y0GrP5vSg_kq_VoML5nOSFwnnGDuELjRVXx2hfEQF8hEWfPAmm6q96-yg,gzWdruLTfKPbSr7QuVupDgJUsFOE3wyXwLzXLvgcoDVRYfJ57LdOtViV2-N5IBGijBFFuSYac9po5g,NA1_5490105760,420,1770893751990,100,False
IYDgzMwAWTD10Ul-Amg36Y0GrP5vSg_kq_VoML5nOSFwnnGDuELjRVXx2hfEQF8hEWfPAmm6q96-yg,w_rGuVyh7tuwVvKo91IkoOD6fwIsslP5j8BiLpfJgBtoZ8vVxEHP4mFTcjEuMJG6387-jZm9NZ5QOA,NA1_5490105760,420,1770893751990,100,False
IYDgzMwAWTD10Ul-Amg36Y0GrP5vSg_kq_VoML5nOSFwnnGDuELjRVXx2hfEQF8hEWfPAmm6q96-yg,xr1c8vxuIObOr_FoQROgvn8mr484_MfcOP3Hz2hwQUHlXy0DevT-Q7opYC2WT38ol4mULv1DCrqoNQ,NA1_5490105760,420,1770893751990,100,False
_fHooGb7dLDynuHcp4iYh73IcrDGRKB5x_OgEONAbsdJ7CZtAAJMm2RBuLNLSASAdI22sm4LQ0Cwhw,gzWdruLTfKPbSr7QuVupDgJUsFOE3wyXwLzXLvgcoDVRYfJ57LdOtViV2-N5IBGijBFFuSYac9po5g,NA1_5490105760,420,1770893751990,100,False
_fHooGb7dLDynuHcp4iYh73IcrDGRKB5x_OgEONAbsdJ7CZtAAJMm2RBuLNLSASAdI22sm4LQ0Cwhw,w_rGuVyh7tuwVvKo91IkoOD6fwIsslP5j8BiLpfJgBtoZ8vVxEHP4mFTcjEuMJG6387-jZm9NZ5QOA,NA1_5490105760,420,1770893751990,100,False
_fHooGb7dLDynuHcp4iYh73IcrDGRKB5x_OgEONAbsdJ7CZtAAJMm2RBuLNLSASAdI22sm4LQ0Cwhw,xr1c8vxuIObOr_FoQROgvn8mr484_MfcOP3Hz2hwQUHlXy0DevT-Q7opYC2WT38ol4mULv1DCrqoNQ,NA1_5490105760,420,1770893751990,100,False
gzWdruLTfKPbSr7QuVupDgJUsFOE3wyXwLzXLvgcoDVRYfJ57LdOtViV2-N5IBGijBFFuSYac9po5g,w_rGuVyh7tuwVvKo91IkoOD6fwIsslP5j8BiLpfJgBtoZ8vVxEHP4mFTcjEuMJG6387-jZm9NZ5QOA,NA1_5490105760,420,1770893751990,100,False
gzWdruLTfKPbSr7QuVupDgJUsFOE3wyXwLzXLvgcoDVRYfJ57LdOtViV2-N5IBGijBFFuSYac9po5g,xr1c8vxuIObOr_FoQROgvn8mr484_MfcOP3Hz2hwQUHlXy0DevT-Q7opYC2WT38ol4mULv1DCrqoNQ,NA1_5490105760,420,1770893751990,100,False
w_rGuVyh7tuwVvKo91IkoOD6fwIsslP5j8BiLpfJgBtoZ8vVxEHP4mFTcjEuMJG6387-jZm9NZ5QOA,xr1c8vxuIObOr_FoQROgvn8mr484_MfcOP3Hz2hwQUHlXy0DevT-Q7opYC2WT38ol4mULv1DCrqoNQ,NA1_5490105760,420,1770893751990,100,False
AJVIGbC66pz7GHxbD5XohN12-P70h2XmiKB1qW4HtmwlY_bbLoN4dGpg4cv0hO0wvLw0Ic6BDmHRVw,HVsTUFNuDxDIx62BpjdXQGWidiUEFGauk6ItnnJWMWxYPxOT0sW3bi_nW0LJQ359xWkwJkd0AB48yw,NA1_5490105760,420,1770893751990,200,True
AJVIGbC66pz7GHxbD5XohN12-P70h2XmiKB1qW4HtmwlY_bbLoN4dGpg4cv0hO0wvLw0Ic6BDmHRVw,Xtz7sabQUzu7umanCaRINP_2mK1iRdt-0WR7yzhs7j29_eMG7epOIvkqzlhXXFJIwfR8OuNkGOJznA,NA1_5490105760,420,1770893751990,200,True
AJVIGbC66pz7GHxbD5XohN12-P70h2XmiKB1qW4HtmwlY_bbLoN4dGpg4cv0hO0wvLw0Ic6BDmHRVw,p3Zr9MIu-SHPyZrDMmO75w8frNUo5lZ_CwcPk0avQp4m3sZS3RThPW2frFWjQcxm-3kFfRPnS1JvSg,NA1_5490105760,420,1770893751990,200,True
AJVIGbC66pz7GHxbD5XohN12-P70h2XmiKB1qW4HtmwlY_bbLoN4dGpg4cv0hO0wvLw0Ic6BDmHRVw,xlP_STHzAknF1EnRBIDOF_fPzCkJ3jnUyOLWxVV2Ro6TbWgcYV6NBSh0RhObOnzV0a7274kBhP_j3A,NA1_5490105760,420,1770893751990,200,True
